성별,연령대,기간,카테고리,브랜드명,상품명,정상가,할인가,할인율(%),상품URL,이미지URL
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 원 턱 와이드 코듀로이 쇼츠 [블랙],39900,35910,10,https://www.musinsa.com/products/3378570,https://image.msscdn.net/thumbnails/images/goods_img/20230622/3378570/3378570_16925735376424_500.jpg?w=780
여성,35-39세,1개월,전체,행텐,여성 웨일 슬림핏 가디건 레이어드 티셔츠(10560-131-203-45),49800,19990,60,https://www.musinsa.com/products/5410425,https://image.msscdn.net/thumbnails/images/goods_img/20250905/5410425/5410425_17605835388005_500.jpg?w=780
여성,35-39세,1개월,전체,레더리,M-65 피쉬테일 오버핏 롱파카 [2COLOR],199000,139300,30,https://www.musinsa.com/products/5498292,https://image.msscdn.net/thumbnails/images/goods_img/20250919/5498292/5498292_17628429956754_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 헤비웨이트 속기모 하이 웨이스트 와이드 히든 밴딩 슬랙스 [그레이],49900,39890,20,https://www.musinsa.com/products/2792606,https://image.msscdn.net/thumbnails/images/goods_img/20220915/2792606/2792606_1_500.jpg?w=780
여성,35-39세,1개월,전체,닥터마틴,1461 화이트스티치 - 블랙 / 24757001,210000,210000,0,https://www.musinsa.com/products/5484356,https://image.msscdn.net/thumbnails/images/goods_img/20250918/5484356/5484356_17604858531316_500.jpg?w=780
여성,35-39세,1개월,전체,던스트,ESSENTIAL CASHMERE SINGLE COAT_UDCO5D222_MELANGE BROWN,369000,350550,5,https://www.musinsa.com/products/5468990,https://image.msscdn.net/thumbnails/images/goods_img/20250916/5468990/5468990_17621436955317_500.jpg?w=780
여성,35-39세,1개월,전체,수아레 우먼,(우먼)서스테인 발마칸 패딩 코트 - 3 COLOR,199000,159000,20,https://www.musinsa.com/products/5550541,https://image.msscdn.net/thumbnails/images/goods_img/20250930/5550541/5550541_17593154824368_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 브라이트 후디드 미들 다운 재킷 [베이지],199900,199900,0,https://www.musinsa.com/products/4223497,https://image.msscdn.net/thumbnails/images/goods_img/20240628/4223497/4223497_17316454016886_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 스트레이트 코듀로이 팬츠 [블랙],45900,27490,40,https://www.musinsa.com/products/3411545,https://image.msscdn.net/thumbnails/images/goods_img/20230717/3411545/3411545_17126556225739_500.jpg?w=780
여성,35-39세,1개월,전체,노스페이스,NS85R61A 눕시 뮬 BLACK,89000,89000,5,https://www.musinsa.com/products/5515001,https://image.msscdn.net/thumbnails/images/goods_img/20250923/5515001/5515001_17586094724407_500.jpg?w=780
여성,35-39세,1개월,전체,더그린랩,FAUX 퍼 하이넥 무스탕 쟈켓 [블랙/아이보리],199000,139300,30,https://www.musinsa.com/products/3676631,https://image.msscdn.net/thumbnails/images/goods_img/20231101/3676631/3676631_17642035452691_500.jpg?w=780
여성,35-39세,1개월,전체,러브레이브리브,럽레리 4 포켓 리본 숄더 보부백 (black),74000,70300,5,https://www.musinsa.com/products/4850706,https://image.msscdn.net/thumbnails/images/goods_img/20250304/4850706/4850706_17610199888008_500.jpg?w=780
여성,35-39세,1개월,전체,아식스,조그 100 S (2E) - 라이트 그레이:미드 그레이 / 1201A564-020,89000,89000,0,https://www.musinsa.com/products/2325702,https://image.msscdn.net/thumbnails/images/goods_img/20220125/2325702/2325702_1_500.jpg?w=780
여성,35-39세,1개월,전체,아디다스,삼바 OG - 쉐도우브라운 / JI3211,149000,103990,30,https://www.musinsa.com/products/4776201,https://image.msscdn.net/thumbnails/images/goods_img/20250211/4776201/4776201_17398497840978_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 캐시미어 블렌드 체스터 필드 코트 [미디엄 그레이],199900,199900,0,https://www.musinsa.com/products/5151439,https://image.msscdn.net/thumbnails/images/goods_img/20250528/5151439/5151439_17586956106974_500.jpg?w=780
여성,35-39세,1개월,전체,23.65,너티 왈라비 모카신 -4컬러,109000,64000,41,https://www.musinsa.com/products/3804587,https://image.msscdn.net/thumbnails/images/goods_img/20240118/3804587/3804587_17564457940874_500.png?w=780
여성,35-39세,1개월,전체,투데이이즈,인유어메모리 오드퍼퓸 50ml,69000,69000,0,https://www.musinsa.com/products/2268558,https://image.msscdn.net/thumbnails/images/goods_img/20211214/2268558/2268558_17554995764761_500.jpg?w=780
여성,35-39세,1개월,전체,아디다스,삼바 OG - 블랙:베이지 / IE5836,149000,133990,10,https://www.musinsa.com/products/3822703,https://image.msscdn.net/thumbnails/images/goods_img/20240125/3822703/3822703_17061716454757_500.jpg?w=780
여성,35-39세,1개월,전체,스노우피크 어패럴,브라이트 여성 롱 다운 자켓 (S24WWFDJ73) Charcoal,439000,259000,41,https://www.musinsa.com/products/4546380,https://image.msscdn.net/thumbnails/images/goods_img/20241023/4546380/4546380_17296651380764_500.jpg?w=780
여성,35-39세,1개월,전체,브렌슨,Essential 오버핏 2Way 후드집업,60000,29900,50,https://www.musinsa.com/products/2385280,https://image.msscdn.net/thumbnails/images/goods_img/20220225/2385280/2385280_17276640993992_500.jpg?w=780
여성,35-39세,1개월,전체,모즈모즈,[SET] 테리 기모 피그먼트 투웨이 크롭후드집업 셋업 챠콜,148000,128900,13,https://www.musinsa.com/products/4320468,https://image.msscdn.net/thumbnails/images/goods_img/20240812/4320468/4320468_17258660507292_500.jpg?w=780
여성,35-39세,1개월,전체,반스,컴피쿠시 올드스쿨 - (클래식) 블랙:트루 화이트/VN0A3WMAVNE1,89000,89000,0,https://www.musinsa.com/products/957758,https://image.msscdn.net/thumbnails/images/goods_img/20190219/957758/957758_1_500.jpg?w=780
여성,35-39세,1개월,전체,지프,[360g] M-Logo 반집업 맨투맨 (JR5TSU838MG),74000,51900,30,https://www.musinsa.com/products/1755609,https://image.msscdn.net/thumbnails/images/goods_img/20210120/1755609/1755609_17286192584217_500.jpg?w=780
여성,35-39세,1개월,전체,마뗑킴,POCKET UTILITY SMALL BACK PACK IN BLACK,168000,168000,25,https://www.musinsa.com/products/5310262,https://image.msscdn.net/thumbnails/images/goods_img/20250811/5310262/5310262_17548997143690_500.jpg?w=780
여성,35-39세,1개월,전체,댑,윈터 원더랜드 수면 잠옷세트 여성용,65800,34900,47,https://www.musinsa.com/products/4476195,https://image.msscdn.net/thumbnails/images/goods_img/20240930/4476195/4476195_17298246167949_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 헤비웨이트 속기모 스트레이트 히든 밴딩 슬랙스 [블랙],43900,35090,20,https://www.musinsa.com/products/2117266,https://image.msscdn.net/thumbnails/images/goods_img/20210908/2117266/2117266_2_500.jpg?w=780
여성,35-39세,1개월,전체,코오롱스포츠,여성 솟솟 후드 일체형 경량 다운 TVJDW25944BLK,320000,280000,13,https://www.musinsa.com/products/5529910,https://image.msscdn.net/thumbnails/images/goods_img/20250925/5529910/5529910_17592892837839_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,시티 레저 우먼즈 후디드 라이트 다운 재킷 [퍼플 그레이],109900,109900,0,https://www.musinsa.com/products/5162180,https://image.msscdn.net/thumbnails/images/goods_img/20250602/5162180/5162180_17568732517959_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 11W  코듀로이 맥시 스커트 [브라운],49900,44910,10,https://www.musinsa.com/products/5166585,https://image.msscdn.net/thumbnails/images/goods_img/20250604/5166585/5166585_17580939516658_500.jpg?w=780
여성,35-39세,1개월,전체,엠블러,Heart Bear Leopard Pants 원턱 2-Way 와이드 트레이닝 스웨트 팬츠 AP902 (다크그레이),45900,45900,0,https://www.musinsa.com/products/5085580,https://image.msscdn.net/thumbnails/images/goods_img/20250502/5085580/5085580_17461610606245_500.jpg?w=780
여성,35-39세,1개월,전체,무드인사이드 우먼,(woman) 푸퍼 크롭 숏패딩_Light Beige,129000,49900,61,https://www.musinsa.com/products/3783186,https://image.msscdn.net/thumbnails/images/goods_img/20240109/3783186/3783186_17314639713707_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드,라이트웨이트 크루 삭스 7팩 [화이트],19900,18990,5,https://www.musinsa.com/products/991339,https://image.msscdn.net/thumbnails/images/goods_img/20190322/991339/991339_17138316859815_500.jpg?w=780
여성,35-39세,1개월,전체,미쏘,울 블렌디드 싱글 롱 코트_MIWJHFV0PB,129000,116100,10,https://www.musinsa.com/products/5427566,https://image.msscdn.net/thumbnails/images/goods_img/20250909/5427566/5427566_17635181394574_500.jpg?w=780
여성,35-39세,1개월,전체,지프,[2PACK] 16수 싱글 에어그램 롱슬리브 티셔츠 (JQ5TSU754BK),79000,34990,56,https://www.musinsa.com/products/3874367,https://image.msscdn.net/thumbnails/images/goods_img/20240215/3874367/3874367_17358826948807_500.jpg?w=780
여성,35-39세,1개월,전체,커버낫,24FW RDS 커버라이트 패커블 후디 다운 블랙,179000,107400,40,https://www.musinsa.com/products/4503335,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4503335/4503335_17308707518732_500.jpg?w=780
여성,35-39세,1개월,전체,디스커버리 익스페디션,여성 헤이니 글로우 다운 숏패딩 (N/BROWN),299000,299000,0,https://www.musinsa.com/products/5296248,https://image.msscdn.net/thumbnails/images/goods_img/20250806/5296248/5296248_17585110281189_500.jpg?w=780
여성,35-39세,1개월,전체,잔스포츠,하프파인트 미니백팩 BLACK,45000,45000,15,https://www.musinsa.com/products/1740936,https://image.msscdn.net/thumbnails/images/goods_img/20210108/1740936/1740936_17631021575627_500.jpg?w=780
여성,35-39세,1개월,전체,스켈리웩,[기모원단추가]벌룬핏 스웨트 팬츠[라이트그레이],59000,28890,51,https://www.musinsa.com/products/4556449,https://image.msscdn.net/thumbnails/images/goods_img/20241024/4556449/4556449_17609402914468_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 더플 롱 패딩 파카 [다크 네이비],179900,179900,0,https://www.musinsa.com/products/5245213,https://image.msscdn.net/thumbnails/images/goods_img/20250714/5245213/5245213_17610900207799_500.jpg?w=780
여성,35-39세,1개월,전체,커스텀어클락,커브드 투웨이 항공 패딩 점퍼 3 COLOR COOSJP045,112000,78400,30,https://www.musinsa.com/products/3440439,https://image.msscdn.net/thumbnails/images/goods_img/20230801/3440439/3440439_17630963145910_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 릴렉스드 스웨트 팬츠 2팩,67800,67800,0,https://www.musinsa.com/products/5666496,https://image.msscdn.net/thumbnails/images/goods_img/20251030/5666496/5666496_17628282525750_500.jpg?w=780
여성,35-39세,1개월,전체,아디다스,슈퍼스타 II - 블랙:화이트 / JI0079,149000,149000,0,https://www.musinsa.com/products/4880137,https://image.msscdn.net/thumbnails/images/goods_img/20250311/4880137/4880137_17419443430684_500.jpg?w=780
여성,35-39세,1개월,전체,스탠드오일,Breezy Bag · 브리지백,149000,149000,0,https://www.musinsa.com/products/5303152,https://image.msscdn.net/thumbnails/images/goods_img/20250808/5303152/5303152_17580921198404_500.jpg?w=780
여성,35-39세,1개월,전체,셀렉스,프로핏 웨이프로틴 드링크 초콜릿 330ml x 12개,38400,28900,25,https://www.musinsa.com/products/4187268,https://image.msscdn.net/thumbnails/images/goods_img/20240610/4187268/4187268_17557754677215_500.jpg?w=780
여성,35-39세,1개월,전체,기호,핀카 베이지,109000,98100,10,https://www.musinsa.com/products/5535400,https://image.msscdn.net/thumbnails/images/goods_img/20250926/5535400/5535400_17615414376085_500.png?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 멀티 스트라이프 칼라드 니트 [그레이],59900,59900,0,https://www.musinsa.com/products/5195034,https://image.msscdn.net/thumbnails/images/goods_img/20250619/5195034/5195034_17585980559082_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 슬림 크루 넥 긴소매 티셔츠 [블랙],18900,12190,36,https://www.musinsa.com/products/3417707,https://image.msscdn.net/thumbnails/images/goods_img/20230720/3417707/3417707_16975309303979_500.jpg?w=780
여성,35-39세,1개월,전체,어반디타입,90s 클래시코 다운 자켓_카키,169000,99900,41,https://www.musinsa.com/products/5408819,https://image.msscdn.net/thumbnails/images/goods_img/20250905/5408819/5408819_17609248457676_500.jpg?w=780
여성,35-39세,1개월,전체,도씨,실크핏 웬즈데이 긴팔 커플 잠옷 세트,54000,29900,45,https://www.musinsa.com/products/4337389,https://image.msscdn.net/thumbnails/images/goods_img/20240816/4337389/4337389_17642222450327_500.jpg?w=780
여성,35-39세,1개월,전체,무신사 스탠다드 우먼,우먼즈 폴라 플리스 베리어블 라운지 스웨트 팬츠 [다크 그레이],34900,34900,0,https://www.musinsa.com/products/2724664,https://image.msscdn.net/thumbnails/images/goods_img/20220818/2724664/2724664_1_500.jpg?w=780
여성,40세이상,1주,전체,엠오오,레오파드 아플리케 후드집업 - 브라운,112000,67200,40,https://www.musinsa.com/products/4508986,https://image.msscdn.net/thumbnails/images/goods_img/20241011/4508986/4508986_17286292097229_500.jpg?w=780
여성,40세이상,1주,전체,살로몬,컨투어 다운 자켓_LC3003200,470000,470000,0,https://www.musinsa.com/products/5488105,https://image.msscdn.net/thumbnails/images/goods_img/20250918/5488105/5488105_17586824431221_500.png?w=780
여성,40세이상,1주,전체,키미,"[입문용 추천] 아기궁둥이 광채 퍼프, 베스트 3종. 기본(L) 1개 + 쿠션용(M) 1개+ 코퍼프(S) 1개",33900,33900,0,https://www.musinsa.com/products/5571283,https://image.msscdn.net/thumbnails/images/goods_img/20251007/5571283/5571283_17624872269222_500.png?w=780
여성,40세이상,1주,전체,나이키,줌 보메로 롬 W - 블랙:레이서 블루 / HQ2181-004,219000,219000,0,https://www.musinsa.com/products/5590720,https://image.msscdn.net/thumbnails/images/goods_img/20251014/5590720/5590720_17606680763901_500.jpg?w=780
여성,40세이상,1주,전체,무드인사이드,모헤어 울 니트_12Color,89900,29990,67,https://www.musinsa.com/products/4681014,https://image.msscdn.net/thumbnails/images/goods_img/20241226/4681014/4681014_17642083177754_500.jpg?w=780
여성,40세이상,1주,전체,도프셉,Marron Bag in Black,169000,135000,20,https://www.musinsa.com/products/4755207,https://image.msscdn.net/thumbnails/images/goods_img/20250204/4755207/4755207_17391638733755_500.jpg?w=780
여성,40세이상,1주,전체,레프트서울,에비에이터 B-3 무스탕 자켓 [블랙/화이트],129000,77400,40,https://www.musinsa.com/products/2985378,https://image.msscdn.net/thumbnails/images/goods_img/20221216/2985378/2985378_17103828347248_500.jpg?w=780
여성,40세이상,1주,전체,아디다스,베켄바우어 트랙탑 - 블랙:화이트 / HZ3743,105000,83990,20,https://www.musinsa.com/products/5200530,https://image.msscdn.net/thumbnails/images/goods_img/20250623/5200530/5200530_17507447516406_500.jpg?w=780
여성,40세이상,1주,전체,슬로우애시드,피치스킨 러스티 로고 스웨트셔츠 [웜그레이],79000,48900,38,https://www.musinsa.com/products/2970542,https://image.msscdn.net/thumbnails/images/goods_img/20221202/2970542/2970542_2_500.jpg?w=780
여성,40세이상,1주,전체,에스트라,아토베리어365 크림 80ml 2개,66000,59400,10,https://www.musinsa.com/products/3992824,https://image.msscdn.net/thumbnails/images/goods_img/20240326/3992824/3992824_17642017158638_500.jpg?w=780
여성,40세이상,1주,전체,크록스,클래식 언퍼게터블 클로그 - 밀크 초콜릿 / 211116-2JJ,84900,67990,20,https://www.musinsa.com/products/5443605,https://image.msscdn.net/thumbnails/images/goods_img/20250911/5443605/5443605_17588731860882_500.jpg?w=780
여성,40세이상,1주,전체,무신사머니 상품권,무신사머니 10만원 상품권,100000,100000,0,https://www.musinsa.com/products/4762764,https://image.msscdn.net/thumbnails/images/goods_img/20250206/4762764/4762764_17514354804406_500.jpg?w=780
여성,40세이상,1주,전체,어반드레스,Side Big Cargo Pants CAMO,88000,49990,43,https://www.musinsa.com/products/3575430,https://image.msscdn.net/thumbnails/images/goods_img/20230919/3575430/3575430_17421696736376_500.jpg?w=780
여성,40세이상,1주,전체,어나더 아카이브,그래피티 로고 후드티_블랙,49800,32800,34,https://www.musinsa.com/products/4265231,https://image.msscdn.net/thumbnails/images/goods_img/20240722/4265231/4265231_17243382305193_500.jpg?w=780
여성,40세이상,1주,전체,트래블,워크샵 디비전 피그먼트 후드티 블랙 차콜,79000,29900,62,https://www.musinsa.com/products/3012570,https://image.msscdn.net/thumbnails/images/goods_img/20230110/3012570/3012570_17297289543676_500.jpg?w=780
여성,40세이상,1주,전체,수아레,데일리 라운드 니트 - 12 COLOR,45000,26670,41,https://www.musinsa.com/products/2723767,https://image.msscdn.net/thumbnails/images/goods_img/20220818/2723767/2723767_17292130151891_500.jpg?w=780
여성,40세이상,1주,전체,아이더,La Belle (라벨르) 여성 W/S 캐시미어 롱 코트 다운 자켓 (HOOD)_Black,859000,719000,16,https://www.musinsa.com/products/5347092,https://image.msscdn.net/thumbnails/images/goods_img/20250821/5347092/5347092_17564429918711_500.jpg?w=780
여성,40세이상,1주,전체,뉴발란스,NBNPF4W032 / WOMEN 액티브 숏 다운 (GLOSSY BLACK),299000,299000,0,https://www.musinsa.com/products/5493917,https://image.msscdn.net/thumbnails/images/goods_img/20250919/5493917/5493917_17635150810254_500.jpg?w=780
여성,40세이상,1주,전체,내셔널지오그래픽,N254WDW920 여성 헤론 U넥 경량 구스다운 점퍼 BLACK,169000,149000,12,https://www.musinsa.com/products/5267106,https://image.msscdn.net/thumbnails/images/goods_img/20250723/5267106/5267106_17621293537695_500.jpg?w=780
여성,40세이상,1주,전체,노스페이스,NJ1DR82O 화이트라벨 여성 엘라 다운 자켓 (RDS) REAL BLACK,398000,398000,5,https://www.musinsa.com/products/5634153,https://image.msscdn.net/thumbnails/images/goods_img/20251023/5634153/5634153_17612018916557_500.jpg?w=780
여성,40세이상,1주,전체,슬로우애시드,블러리 로고 스웨트셔츠 [블랙],79000,48900,38,https://www.musinsa.com/products/2725585,https://image.msscdn.net/thumbnails/images/goods_img/20220818/2725585/2725585_17253271594882_500.jpg?w=780
여성,40세이상,1주,전체,커스텀어클락,커브드 투웨이 항공 패딩 점퍼 3 COLOR COOSJP045,112000,78400,30,https://www.musinsa.com/products/3440439,https://image.msscdn.net/thumbnails/images/goods_img/20230801/3440439/3440439_17630963145910_500.jpg?w=780
여성,40세이상,1주,전체,무신사 스탠다드 우먼,시티 레저 우먼즈 후디드 라이트 다운 재킷 [모카 브라운],109900,109900,0,https://www.musinsa.com/products/5162181,https://image.msscdn.net/thumbnails/images/goods_img/20250602/5162181/5162181_17568732253805_500.jpg?w=780
여성,40세이상,1주,전체,아디다스,이탈리아 70s - 다크브라운:블랙 / HQ9350,159000,126990,20,https://www.musinsa.com/products/5329356,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5329356/5329356_17573231318842_500.jpg?w=780
여성,40세이상,1주,전체,도프제이슨,크리즈 빈티지 무톤 봄버 CREAM,235000,169000,28,https://www.musinsa.com/products/4503925,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4503925/4503925_17294304564425_500.jpg?w=780
여성,40세이상,1주,전체,디미트리블랙,[기모선택] ASI 포시즌 에센셜 스웻 후드집업_블랙,51000,32990,35,https://www.musinsa.com/products/4288927,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4288927/4288927_17308787914897_500.jpg?w=780
여성,40세이상,1주,전체,무신사 스탠다드 우먼,우먼즈 울 블렌드 부클 발마칸 하프 코트 [블랙],189900,161390,15,https://www.musinsa.com/products/4209422,https://image.msscdn.net/thumbnails/images/goods_img/20240620/4209422/4209422_17285269839748_500.jpg?w=780
여성,40세이상,1주,전체,락피쉬웨더웨어,ORIGINAL WINTER SLIPPERS - 2 colors,55000,41800,24,https://www.musinsa.com/products/5589197,https://image.msscdn.net/thumbnails/images/goods_img/20251014/5589197/5589197_17618789486674_500.jpg?w=780
여성,40세이상,1주,전체,도프제이슨,솔리드 스웨이드 무톤 자켓 (블랙),199000,139000,30,https://www.musinsa.com/products/1539383,https://image.msscdn.net/thumbnails/images/goods_img/20200806/1539383/1539383_2_500.jpg?w=780
여성,40세이상,1주,전체,스노우피크 어패럴,여성 카라 부클넥 헤비 다운 자켓 (S25WWGDJ57) Dark Charcoal,329000,312550,5,https://www.musinsa.com/products/5572478,https://image.msscdn.net/thumbnails/images/goods_img/20251010/5572478/5572478_17611080701040_500.jpg?w=780
여성,40세이상,1주,전체,스탠다드에러,87-STAN009  [리뉴얼] 스탠다드 블루종 스웨이드 자켓 블랙,89000,39800,55,https://www.musinsa.com/products/3390508,https://image.msscdn.net/thumbnails/images/goods_img/20230630/3390508/3390508_17551524634252_500.jpg?w=780
여성,40세이상,1주,전체,에프씨엠엠,클럽 팀 풋볼 벤치 롱 패딩 4color,169000,109000,36,https://www.musinsa.com/products/920520,https://image.msscdn.net/thumbnails/images/goods_img/20181212/920520/920520_17588685279951_500.jpg?w=780
여성,40세이상,1주,전체,던스트,UNISEX BELTED CASHMERE MAC COAT_UDCO5D123_MELANGE GREY,359000,341050,5,https://www.musinsa.com/products/4493144,https://image.msscdn.net/thumbnails/images/goods_img/20241007/4493144/4493144_17587646459854_500.jpg?w=780
여성,40세이상,1주,전체,리메인세컨드,원턱 와이드 스웨트 팬츠 [블랙],25500,13990,45,https://www.musinsa.com/products/4057671,https://image.msscdn.net/thumbnails/images/goods_img/20240416/4057671/4057671_17478804532478_500.jpg?w=780
여성,40세이상,1주,전체,포즈간츠,멈멈 C.V 초콜릿,89000,71200,20,https://www.musinsa.com/products/4677839,https://image.msscdn.net/thumbnails/images/goods_img/20241223/4677839/4677839_17375963465971_500.jpg?w=780
여성,40세이상,1주,전체,수아레 우먼,[보라끌레르X수아레] 우먼 캐시미어 홀가먼트 니트 2 (단품/2팩),135000,99900,26,https://www.musinsa.com/products/5399594,https://image.msscdn.net/thumbnails/images/goods_img/20250903/5399594/5399594_17574011045277_500.jpg?w=780
여성,40세이상,1주,전체,토마스모어,시티 몬스터 파카 - 블랙,357000,357000,10,https://www.musinsa.com/products/4615742,https://image.msscdn.net/thumbnails/images/goods_img/20241114/4615742/4615742_17624177348894_500.jpg?w=780
여성,40세이상,1주,전체,무신사 스탠다드 우먼,우먼즈 캐시미어 블렌드 더블 체스터 롱 코트 [차콜 그레이],189900,151890,20,https://www.musinsa.com/products/2518475,https://image.msscdn.net/thumbnails/images/goods_img/20220427/2518475/2518475_16998417058060_500.jpg?w=780
여성,40세이상,1주,전체,더콜디스트모먼트,TCM starfish sweat pants (black),98000,88200,10,https://www.musinsa.com/products/4483611,https://image.msscdn.net/thumbnails/images/goods_img/20241002/4483611/4483611_17306794095498_500.jpg?w=780
여성,40세이상,1주,전체,나이키,에어 포스 1 07 W - 라이트 본:화이트:라이트 본 / HV4406-001,149000,134100,10,https://www.musinsa.com/products/5341675,https://image.msscdn.net/thumbnails/images/goods_img/20250820/5341675/5341675_17573076133871_500.jpg?w=780
여성,40세이상,1주,전체,리,어센틱 다운 베스트 블랙,179000,152150,15,https://www.musinsa.com/products/4457933,https://image.msscdn.net/thumbnails/images/goods_img/20240924/4457933/4457933_17593003690543_500.jpg?w=780
여성,40세이상,1주,전체,무센트,미카 양털 안감 후리스 플리스 자켓,99900,74990,25,https://www.musinsa.com/products/4304910,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4304910/4304910_17230144818717_500.jpg?w=780
여성,40세이상,1주,전체,디스이즈네버댓,T-Logo Crewneck Heather Grey,99000,79200,20,https://www.musinsa.com/products/5350031,https://image.msscdn.net/thumbnails/images/goods_img/20250821/5350031/5350031_17562605449435_500.jpg?w=780
여성,40세이상,1주,전체,커버낫,씨빅 RDS 롱 다운 자켓 Black,309000,262600,15,https://www.musinsa.com/products/5480483,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5480483/5480483_17609347270390_500.jpg?w=780
여성,40세이상,1주,전체,브렌슨,(Renew Ver.) 와이드 스웨트 팬츠 ( 5Color ) ( 기모선택 ),34900,27900,20,https://www.musinsa.com/products/1736085,https://image.msscdn.net/thumbnails/images/goods_img/20210105/1736085/1736085_17292148923657_500.jpg?w=780
여성,40세이상,1주,전체,무신사머니 상품권,무신사머니 20만원 상품권,200000,200000,0,https://www.musinsa.com/products/4762767,https://image.msscdn.net/thumbnails/images/goods_img/20250206/4762767/4762767_17514354648004_500.jpg?w=780
여성,40세이상,1주,전체,키뮤어,[Drape Wool] 캐시미어블렌드 세미오버핏 발마칸 코트_블랙,299000,266110,11,https://www.musinsa.com/products/2156295,https://image.msscdn.net/thumbnails/images/goods_img/20210930/2156295/2156295_17606652974511_500.jpg?w=780
여성,40세이상,1주,전체,디퍼슈,독일군 레더 스니커즈 7CM [베이직],89900,89900,0,https://www.musinsa.com/products/5039185,https://image.msscdn.net/thumbnails/images/goods_img/20250417/5039185/5039185_17448893524987_500.jpg?w=780
여성,40세이상,1주,전체,수아레 우먼,[보라끌레르X수아레] 우먼 캐시미어 홀가먼트 니트 (단품/2팩),135000,99900,26,https://www.musinsa.com/products/4401124,https://image.msscdn.net/thumbnails/images/goods_img/20240904/4401124/4401124_17585227609519_500.jpg?w=780
여성,40세이상,1주,전체,어반에이지,[논기모 OR 기모] 어반 원턱 와이드 팬츠_블랙,55000,27990,49,https://www.musinsa.com/products/2761101,https://image.msscdn.net/thumbnails/images/goods_img/20220901/2761101/2761101_17340699312885_500.jpg?w=780
여성,40세이상,1주,전체,몽돌,리버시블 스웨이드 무스탕 브라운 MDJK038BROWN,248000,210800,15,https://www.musinsa.com/products/4459465,https://image.msscdn.net/thumbnails/images/goods_img/20240924/4459465/4459465_17630884027480_500.jpg?w=780
여성,40세이상,1주,전체,르무통,메이트 블랙,149000,105900,29,https://www.musinsa.com/products/3347848,https://image.msscdn.net/thumbnails/images/goods_img/20230605/3347848/3347848_17091845426736_500.jpg?w=780
여성,40세이상,1주,전체,아디다스,토바코 - 그레이:카본 / HQ9177,149000,125990,15,https://www.musinsa.com/products/5391589,https://image.msscdn.net/thumbnails/images/goods_img/20250902/5391589/5391589_17579056449037_500.jpg?w=780
여성,40세이상,1주,전체,나이키,에어 조던 1 브루클린 로우 W - 블랙:코카오 와우 / HF3184-002,189000,179550,5,https://www.musinsa.com/products/5408937,https://image.msscdn.net/thumbnails/images/goods_img/20250905/5408937/5408937_17579120239182_500.jpg?w=780
여성,40세이상,1주,전체,엠엘비,플러시 미야옹 비니 NY (Navy),43000,43000,0,https://www.musinsa.com/products/5460082,https://image.msscdn.net/thumbnails/images/goods_img/20250915/5460082/5460082_17617059201776_500.jpg?w=780
여성,40세이상,1주,전체,루에브르,Faux Fur Short Jacket SF5WJ401-11,329000,329000,10,https://www.musinsa.com/products/5660057,https://image.msscdn.net/thumbnails/images/goods_img/20251029/5660057/5660057_17617174456904_500.jpg?w=780
여성,40세이상,1주,전체,에스피오나지,ECWCS Level 7 Parka Grey Olive,279000,195300,30,https://www.musinsa.com/products/2241553,https://image.msscdn.net/thumbnails/images/goods_img/20211119/2241553/2241553_17289553196735_500.jpg?w=780
여성,40세이상,1주,전체,키미,"아기궁둥이 광채 퍼프, 기본(L) 2개",27600,27600,0,https://www.musinsa.com/products/5660981,https://image.msscdn.net/thumbnails/images/goods_img/20251029/5660981/5660981_17624873207094_500.png?w=780
여성,40세이상,1주,전체,달바,달바 클린 티트리 리포좀 톤업 선크림 (그린) 50ml+50ml,72000,39900,45,https://www.musinsa.com/products/5709924,https://image.msscdn.net/thumbnails/images/goods_img/20251110/5709924/5709924_17628433738167_500.png?w=780
